Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,ALFRED ALMOND CENTRAL SCHOOL DISTRICT,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL (and ES for lead reporting),Allegany,Public School,20101040002,https://www.aacsapps.com/site/default.aspx?PageType=3&DomainID=88&ModuleInstanceID=4079&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=6503&PageID=2246,54.0,54.0,54.0,0.0,No,48,6,Yes,Yes,Ongoing,6795 RT 21,ALMOND,NY,14804,06/05/2024,,,ALFREDALMOND JUNIORSENIOR HIGH SCHOOL,,125.0,267.0,0.4681647940074906,11.12,0.0,0.0224719101123595,0.0074906367041198,0.0524344569288389,0.8838951310861424,0.0,0.0299625468164794
2023-2025,ALLEGANY-LIMESTONE CSD,ALLEGANY LIMESTONE ES,Cattaraugus,Public School,40302060002,www.alcsny.org,91.0,91.0,91.0,91.0,Yes,72,19,Yes,Yes,Ongoing,120 MAPLE AVE,ALLEGANY,NY,14706,02/03/2025,,,ALLEGANY LIMESTONE,,195.0,483.0,0.4037267080745341,12.59,0.0124223602484472,0.0124223602484472,0.0062111801242236,0.020703933747412,0.9006211180124224,0.0,0.0476190476190476
2023-2025,ALLEGANY-LIMESTONE CSD,ALLEGANY-LIMESTONE HS,Cattaraugus,Public School,40302060001,www.alcsny.org,129.0,129.0,129.0,129.0,Yes,127,2,Yes,Yes,Ongoing,3131 FIVE MILE RD,ALLEGANY,NY,14706,02/03/2025,,,ALLEGANYLIMESTONE,,228.0,555.0,0.4108108108108108,9.73,0.0036036036036036,0.0162162162162162,0.0108108108108108,0.009009009009009,0.9243243243243244,0.0,0.036036036036036
2023-2025,ALLEGANY-LIMESTONE CSD,ALLEGANY-LIMESTONE MS,Cattaraugus,Public School,40302060004,www.alcsny.org,129.0,129.0,129.0,129.0,Yes,127,2,Yes,Yes,Ongoing,3131 FIVE MILE RD,ALLEGANY,NY,14706,02/03/2025,,,ALLEGANYLIMESTONE,,228.0,555.0,0.4108108108108108,9.73,0.0036036036036036,0.0162162162162162,0.0108108108108108,0.009009009009009,0.9243243243243244,0.0,0.036036036036036
2023-2025,AMAGANSETT UNION FREE SCHOOL,AMAGANSETT SCHOOL,Suffolk,Public School,580303020001,https://www.aufsd.org,17.0,0.0,0.0,17.0,Yes,16,1,Yes,Yes,Ongoing,320 MAIN ST,AMAGANSETT,NY,11930,07/17/2025,,,AMAGANSETT SCHOOL,,,,,7.75,,,,,,,
2023-2025,AMHERST CENTRAL SCHOOL,AMHERST CENTRAL HS,Erie,Public School,140201060002,www.amherstschools.org,63.0,0.0,0.0,63.0,No,59,4,No,Yes,Ongoing,4301 MAIN ST,AMHERST,NY,14226,07/25/2025,,,AMHERST CENTRAL,,267.0,886.0,0.3013544018058691,10.96,0.0056433408577878,0.1275395033860045,0.1376975169300225,0.0553047404063205,0.6275395033860045,0.0,0.0451467268623024
2023-2025,AMHERST CENTRAL SCHOOL,AMHERST MS,Erie,Public School,140201060001,www.amherstschools.org,63.0,0.0,0.0,63.0,Yes,37,26,Yes,Yes,Ongoing,55 KINGS HWY,AMHERST,NY,14226,07/25/2025,,,AMHERST,,267.0,886.0,0.3013544018058691,10.96,0.0056433408577878,0.1275395033860045,0.1376975169300225,0.0553047404063205,0.6275395033860045,0.0,0.0451467268623024
2023-2025,AMHERST CENTRAL SCHOOL,SMALLWOOD DRIVE ELEM SCHOOL,Erie,Public School,140201060005,www.amherstschools.org,81.0,0.0,0.0,81.0,Yes,72,9,Yes,Yes,Ongoing,300 SMALLWOOD DR,AMHERST,NY,14226,07/24/2025,,,SMALLWOOD DRIVE  SCHOOL,,106.0,679.0,0.1561119293078056,13.71,0.0029455081001472,0.0500736377025036,0.0559646539027982,0.0544918998527245,0.7776141384388807,0.0,0.0589101620029455
2023-2025,AMHERST CENTRAL SCHOOL,WINDERMERE BLVD SCHOOL,Erie,Public School,140201060006,www.amherstschools.org,55.0,0.0,0.0,55.0,Yes,53,2,Yes,Yes,Ongoing,291 WINDERMERE BLVD,AMHERST,NY,14226,07/25/2025,,,WINDERMERE BLVD SCHOOL,,353.0,761.0,0.4638633377135348,11.7,0.0,0.1484888304862023,0.240473061760841,0.0788436268068331,0.4599211563731931,0.0,0.0722733245729303
2023-2025,ANDOVER CENTRAL SCHOOL DISTRICT,ANDOVER CENTRAL SCHOOL,Allegany,Public School,20601040001,www.andovercsd.org,19.0,97.0,19.0,19.0,Yes,18,1,Yes,Yes,,31-35 ELM ST,ANDOVER,NY,14806,03/20/2025,,,ANDOVER CENTRAL SCHOOL,,,,,,,,,,,,
2023-2025,ARGYLE CENTRAL SCHOOL,ARGYLE ES-JS-HS,Washington,Public School,640101040001,www.argylecsd.org,43.0,0.0,0.0,43.0,Yes,39,4,Yes,Yes,Complete,5023 STATE RT 40,ARGYLE,NY,12809,08/07/2025,,,ARGYLE ESJSHS,,119.0,263.0,0.4524714828897338,11.08,0.0,0.0,0.0,0.0342205323193916,0.9391634980988594,0.0,0.026615969581749
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,ARLINGTON HS,Dutchess,Public School,131601060008,https://www.arlingtonschools.org/Page/411,84.0,0.0,84.0,0.0,No,83,1,Yes,Yes,Ongoing,1157 RT 55,LAGRANGEVILLE,NY,12540,04/30/2025,,,ARLINGTON,,706.0,2472.0,0.2855987055016181,13.58,0.0012135922330097,0.0335760517799352,0.1023462783171521,0.2265372168284789,0.5853559870550162,0.0008090614886731,0.0489482200647249
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,ARTHUR S. MAY ELEMENTARY SCHOOL,Dutchess,Public School,131601060001,https://www.arlingtonschools.org/Page/411,41.0,0.0,41.0,0.0,No,35,6,Yes,Yes,Ongoing,601 DUTCHESS TURNPIKE,POUGHKEEPSIE,NY,12603,04/30/2025,,,ARTHUR S MAY ELEMENTARY SCHOOL,,220.0,496.0,0.4435483870967742,10.28,0.0,0.0423387096774193,0.1854838709677419,0.3044354838709677,0.3911290322580645,0.002016129032258,0.0745967741935483
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,BEEKMAN SCHOOL,Dutchess,Public School,131601060002,https://www.arlingtonschools.org/Page/411,54.0,0.0,54.0,0.0,No,48,6,Yes,Yes,Ongoing,201 LIME RIDGE RD,POUGHQUAG,NY,12570,04/30/2025,,,BEEKMAN SCHOOL,,81.0,376.0,0.2154255319148936,10.9,0.0,0.0132978723404255,0.0159574468085106,0.2446808510638297,0.675531914893617,0.0,0.050531914893617
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,JOSEPH D'AQUANNI WEST RD INTERMEDIATE SCHOOL,Dutchess,Public School,131601060010,https://www.arlingtonschools.org/Page/411,53.0,0.0,53.0,0.0,No,48,5,Yes,Yes,Ongoing,181 WEST RD,PLEASANT VALLEY,NY,12569,04/30/2025,,,JOSEPH D'AQUANNI WEST RD INTERMEDIATE SCHOOL,,120.0,327.0,0.3669724770642202,11.19,0.0061162079510703,0.0091743119266055,0.0458715596330275,0.2324159021406728,0.636085626911315,0.0030581039755351,0.0672782874617737
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,LAGRANGE MS,Dutchess,Public School,131601060012,https://www.arlingtonschools.org/Page/411,34.0,0.0,34.0,0.0,Yes,34,0,Yes,,Complete,110 STRINGHAM RD,LAGRANGEVILLE,NY,12540,02/07/2025,,,LAGRANGE,,357.0,831.0,0.4296028880866426,9.0,0.0,0.0288808664259927,0.138387484957882,0.2683513838748496,0.50661853188929,0.0012033694344163,0.0565583634175691
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,NOXON ROAD ES,Dutchess,Public School,131601060011,https://www.arlingtonschools.org/Page/411,55.0,0.0,55.0,0.0,No,55,0,Yes,Yes,Complete,4 OLD NOXON RD,POUGHKEEPSIE,NY,12603,04/30/2025,,,NOXON ROAD,,60.0,352.0,0.1704545454545454,10.11,0.0,0.0255681818181818,0.0482954545454545,0.2329545454545454,0.6448863636363636,0.002840909090909,0.0454545454545454
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,OVERLOOK PRIMARY SCHOOL,Dutchess,Public School,131601060004,https://www.arlingtonschools.org/Page/411,51.0,0.0,51.0,0.0,No,44,7,Yes,Yes,Ongoing,11 MAPLEVIEW RD EXTENSION,POUGHKEEPSIE,NY,12603,04/30/2025,,,OVERLOOK  SCHOOL,,115.0,383.0,0.3002610966057441,12.94,0.0,0.031331592689295,0.1096605744125326,0.2532637075718015,0.5483028720626631,0.0052219321148825,0.052219321148825
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,TITUSVILLE INTERMEDIATE,Dutchess,Public School,131601060013,https://www.arlingtonschools.org/Page/411,19.0,0.0,19.0,0.0,Yes,19,0,Yes,,Complete,128 MEADOW LN,POUGHKEEPSIE,NY,12603,02/07/2025,,,TITUSVILLE INTERMEDIATE,,143.0,410.0,0.348780487804878,12.13,0.0,0.0317073170731707,0.0878048780487804,0.2463414634146341,0.5902439024390244,0.0,0.0439024390243902
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,TRAVER ROAD PRIMARY SCHOOL,Dutchess,Public School,131601060005,https://www.arlingtonschools.org/Page/411,14.0,0.0,14.0,0.0,No,14,0,Yes,Yes,Complete,801 TRAVER RD,PLEASANT VALLEY,NY,12569,04/30/2025,,,TRAVER ROAD  SCHOOL,,87.0,345.0,0.2521739130434782,12.21,0.0,0.0202898550724637,0.0579710144927536,0.1942028985507246,0.6550724637681159,0.0,0.072463768115942
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,UNION VALE MIDDLE SCHOOL,Dutchess,Public School,131601060015,https://www.arlingtonschools.org/Page/411,14.0,0.0,14.0,0.0,Yes,14,0,Yes,,Complete,1657 E NOXON RD,LAGRANGEVILLE,NY,12540,02/07/2025,,,UNION VALE MIDDLE SCHOOL,,235.0,958.0,0.2453027139874739,9.86,0.0010438413361169,0.0281837160751565,0.0563674321503131,0.2275574112734864,0.6450939457202505,0.0,0.0407098121085595
2023-2025,ARLINGTON CENTRAL SCHOOL DISTRICT,VAIL FARM ELEMENTARY SCHOOL,Dutchess,Public School,131601060014,https://www.arlingtonschools.org/Page/411,64.0,0.0,64.0,0.0,No,63,1,Yes,Yes,Ongoing,1659 E NOXON RD,LAGRANGEVILLE,NY,12540,02/07/2025,,,VAIL FARM ELEMENTARY SCHOOL,,154.0,658.0,0.2340425531914893,11.3,0.0,0.0258358662613981,0.033434650455927,0.1656534954407295,0.7370820668693009,0.0,0.0379939209726443
2023-2025,AVERILL PARK CENTRAL SCHOOL,MILLER HILL SAND LAKE SCHOOL,Rensselaer,Public School,491302060001,averillpark.k12.ny.us,51.0,0.0,10.0,51.0,Yes,51,0,Yes,,Complete,8439 MILLER HILL RD,AVERILL PARK,NY,12018,07/30/2025,,,MILLER HILL SAND LAKE SCHOOL,,116.0,365.0,0.3178082191780822,15.53,0.0,0.0027397260273972,0.0082191780821917,0.0301369863013698,0.936986301369863,0.0,0.021917808219178
2023-2025,AVERILL PARK CENTRAL SCHOOL,WEST SAND LAKE ES,Rensselaer,Public School,491302060005,averillpark.k12.ny.us,44.0,0.0,10.0,44.0,Yes,44,0,Yes,Yes,Complete,24 MEELER RD,WEST SAND LAKE,NY,12196,08/06/2025,,,WEST SAND LAKE,,99.0,392.0,0.2525510204081632,16.82,0.0,0.0051020408163265,0.0076530612244897,0.0357142857142857,0.9285714285714286,0.0025510204081632,0.0204081632653061
2023-2025,AVOCA CENTRAL SCHOOL,AVOCA CENTRAL SCHOOL,Steuben,Public School,570201040002,https://www.avocacsd.org/domain/114,98.0,98.0,0.0,0.0,Yes,96,2,Yes,Yes,Complete,OLIVER ST,AVOCA,NY,14809,09/22/2023,,,AVOCA CENTRAL SCHOOL,,218.0,382.0,0.5706806282722513,8.51,0.0026178010471204,0.0,0.0078534031413612,0.0261780104712041,0.9267015706806284,0.0,0.0366492146596858
2023-2025,BABYLON UNION FREE SCHOOL,BABYLON ELEM SCHOOL,Suffolk,Public School,580101030003,http://www.babylon.k12.ny.us/,59.0,47.0,0.0,0.0,No,46,1,Yes,Yes,Ongoing,171 RALPH AVE,BABYLON,NY,11702,07/11/2023,,,BABYLON  SCHOOL,,33.0,365.0,0.0904109589041095,11.24,0.0,0.0246575342465753,0.0164383561643835,0.1315068493150684,0.7753424657534247,0.0027397260273972,0.0493150684931506
2023-2025,BABYLON UNION FREE SCHOOL,BABYLON J S H S,Suffolk,Public School,580101030002,http://www.babylon.k12.ny.us/,71.0,69.0,0.0,0.0,No,61,8,Yes,Yes,Ongoing,50 RAILROAD AVE,BABYLON,NY,11702,07/11/2023,,,BABYLON S,,136.0,690.0,0.1971014492753623,9.96,0.0,0.0347826086956521,0.0347826086956521,0.1608695652173913,0.7463768115942029,0.0014492753623188,0.0217391304347826
2023-2025,BABYLON UNION FREE SCHOOL,BABYLON MEMORIAL GRADE SCHOOL,Suffolk,Public School,580101030001,http://www.babylon.k12.ny.us/,53.0,53.0,,,Yes,40,13,Yes,Yes,Ongoing,169 PARK AVE,BABYLON,NY,11702,07/11/2023,,,BABYLON MEMORIAL GRADE SCHOOL,,74.0,473.0,0.1564482029598308,12.27,0.0,0.0169133192389006,0.0253699788583509,0.1733615221987315,0.7526427061310782,0.0042283298097251,0.0274841437632135
2023-2025,BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,BAINBRIDGE GUILFORD JSHS,Chenango,Public School,80201040001,www.bgcsd.org,19.0,0.0,19.0,0.0,Yes,19,0,Yes,Yes,Complete,18 JULIAND ST,BAINBRIDGE,NY,13733,12/18/2024,,,BAINBRIDGE GUILFORD JSHS,,162.0,350.0,0.4628571428571428,12.5,0.0057142857142857,0.0142857142857142,0.0085714285714285,0.0457142857142857,0.8771428571428571,0.0,0.0485714285714285
2023-2025,BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,GREENLAWN ES,Chenango,Public School,80201040002,www.bgcsd.org,11.0,0.0,11.0,0.0,Yes,11,0,Yes,,Complete,43 GREENLAWN AVE,BAINBRIDGE,NY,13733,12/18/2024,,,GREENLAWN,,145.0,281.0,0.5160142348754448,12.97,0.0,0.0035587188612099,0.0035587188612099,0.0498220640569395,0.896797153024911,0.0035587188612099,0.0427046263345195
2023-2025,BAINBRIDGE GUILFORD CENTRAL SCHOOL DISTRICT,GUILFORD ES,Chenango,Public School,80201040003,www.bgcsd.org,7.0,0.0,7.0,0.0,Yes,7,0,Yes,,Complete,138 SCHOOL ST,GUILFORD,NY,13780,12/18/2024,,,GUILFORD,,162.0,350.0,0.4628571428571428,12.5,0.0057142857142857,0.0142857142857142,0.0085714285714285,0.0457142857142857,0.8771428571428571,0.0,0.0485714285714285
2023-2025,BALDWIN UNION FREE SCHOOL,(LEAD ONLY) HASTINGS SCHOOL ADMIN,Nassau,Public School,280210030002,https://www.baldwinschools.org/,11.0,0.0,11.0,0.0,Yes,7,4,Yes,Yes,Ongoing,960 HASTINGS STREET,BALDWIN,NY,11510,07/24/2024,,,HASTINGS SCHOOL ADMIN,,,,,,,,,,,,
2023-2025,BALDWIN UNION FREE SCHOOL,(LEAD ONLY) MILBURN SCHOOL,Nassau,Public School,280210030006,https://www.baldwinschools.org/,2.0,,2.0,,Yes,1,1,Yes,Yes,Ongoing,2501 MILBURN AVENUE,BALDWIN,NY,11510,07/24/2024,,,MILBURN SCHOOL,,,,,,,,,,,,
2023-2025,BALDWIN UNION FREE SCHOOL,(LEAD ONLY) SHUBERT SCHOOL,Nassau,Public School,280210030010,https://www.baldwinschools.org/,10.0,,10.0,,Yes,10,0,Yes,,Complete,835 DEMOTT AVENUE,BALDWIN,NY,11510,07/24/2024,,,SHUBERT SCHOOL,,,,,,,,,,,,
2023-2025,BALDWIN UNION FREE SCHOOL,BALDWIN MIDDLE SCHOOL,Nassau,Public School,280210030012,https://www.baldwinschools.org/,67.0,,67.0,,Yes,48,19,Yes,Yes,Ongoing,3211 SCHREIBER PL,BALDWIN,NY,11510,07/24/2024,,,BALDWIN MIDDLE SCHOOL,,475.0,999.0,0.4754754754754755,11.51,0.001001001001001,0.046046046046046,0.5105105105105106,0.3413413413413413,0.058058058058058,0.002002002002002,0.041041041041041
2023-2025,BALDWIN UNION FREE SCHOOL,BALDWIN S H S,Nassau,Public School,280210030009,https://www.baldwinschools.org/,57.0,,57.0,,Yes,45,12,Yes,Yes,Ongoing,841 ETHEL T KLOBERG DR,BALDWIN,NY,11510,07/24/2024,,,BALDWIN S,,475.0,999.0,0.4754754754754755,11.51,0.001001001001001,0.046046046046046,0.5105105105105106,0.3413413413413413,0.058058058058058,0.002002002002002,0.041041041041041
2023-2025,BALDWIN UNION FREE SCHOOL,BROOKSIDE ELEM SCHOOL,Nassau,Public School,280210030001,https://www.baldwinschools.org/,6.0,0.0,6.0,0.0,Yes,6,0,Yes,,Complete,940 E STANTON AVE,BALDWIN,NY,11510,07/24/2024,,,BROOKSIDE  SCHOOL,,108.0,234.0,0.4615384615384615,10.91,0.0,0.0555555555555555,0.5811965811965812,0.2692307692307692,0.047008547008547,0.0,0.047008547008547
2023-2025,BALDWIN UNION FREE SCHOOL,LENOX ELEMENTARY SCHOOL,Nassau,Public School,280210030004,https://www.baldwinschools.org/,11.0,0.0,11.0,0.0,Yes,9,2,Yes,Yes,Ongoing,551 LENOX RD,BALDWIN,NY,11510,07/24/2024,,,LENOX ELEMENTARY SCHOOL,,107.0,266.0,0.4022556390977443,12.24,0.0,0.0413533834586466,0.5676691729323309,0.3270676691729323,0.0263157894736842,0.0,0.037593984962406
2023-2025,BALDWIN UNION FREE SCHOOL,MEADOW ELEMENTARY SCHOOL,Nassau,Public School,280210030013,https://www.baldwinschools.org/,29.0,0.0,29.0,0.0,Yes,27,2,Yes,Yes,Ongoing,880 JACKSON ST,BALDWIN,NY,11510,07/24/2024,,,MEADOW ELEMENTARY SCHOOL,,276.0,594.0,0.4646464646464646,10.78,0.0067340067340067,0.0707070707070707,0.4225589225589226,0.3215488215488215,0.1212121212121212,0.0016835016835016,0.0555555555555555
2023-2025,BALDWIN UNION FREE SCHOOL,PLAZA ELEM SCHOOL,Nassau,Public School,280210030007,https://www.baldwinschools.org/,17.0,0.0,17.0,0.0,Yes,15,2,Yes,Yes,Ongoing,501 SEAMAN AVE,BALDWIN,NY,11510,07/24/2024,,,PLAZA  SCHOOL,,190.0,426.0,0.4460093896713615,10.85,0.0,0.0657276995305164,0.3990610328638497,0.3685446009389671,0.1244131455399061,0.0,0.0422535211267605
