Compliance Period,School District,School,County,Type of Organization,BEDS Code,School Website,Number of Outlets that Require Sampling,Number of Outlets Sampled 2023,Number of Outlets Sampled 2024,Number of Outlets Sampled 2025,Sampling Complete,"Number of Outlets, Result ≤ 5 ppb","Number of Outlets, Result > 5 ppb",All Results Received,Out of Service or Addressed,Remediation Status,School Street,School City,School State,School ZIP Code,Date Survey Updated,County Location,Location,Cleaned_school_name,PS_No,Free_lunch,Total_students,Ratio_free,Student_teacher_ratio,American Indian/Alaska Native,Asian,Black,Hispanic,White,Native Hawaiian/Pacific Islander,Two or More Races
2023-2025,NYACK UNION FREE SCHOOL,NYACK SENIOR HIGH SCHOOL,Rockland,Public School,500304030006,https://echalk-slate-prod.s3.amazonaws.com/private/districts/492/resources/4251d71f-5e87-41cf-81d8-76649d817e21?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=2020187960&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22Nyack%2520HS%2520Results.pdf%22&,26.0,26.0,0.0,0.0,Yes,25,1,Yes,Yes,Complete,360 CHRISTIAN HERALD RD,UPPER NYACK,NY,10960,01/10/2024,,,NYACK SENIOR HIGH SCHOOL,,261.0,914.0,0.2855579868708972,9.79,0.0,0.07439824945295405,0.1487964989059081,0.33260393873085337,0.37636761487964987,0.00437636761487965,0.060175054704595186
2023-2025,NYACK UNION FREE SCHOOL,UPPER NYACK ELEMENTARY SCHOOL,Rockland,Public School,500304030004,https://echalk-slate-prod.s3.amazonaws.com/private/districts/492/resources/4f49c537-237a-444b-81da-7ace24a5e6fa?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=2020187960&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22UNE%2520Results.pdf%22&response-,13.0,13.0,0.0,0.0,Yes,13,0,Yes,,,336 N BROADWAY,UPPER NYACK,NY,10960,01/10/2024,,,UPPER NYACK ELEMENTARY SCHOOL,,90.0,400.0,0.225,11.29,0.0,0.0475,0.1125,0.2275,0.485,0.0025,0.125
2023-2025,NYACK UNION FREE SCHOOL,VALLEY COTTAGE ELEMENTARY SCHOOL,Rockland,Public School,500304030005,https://echalk-slate-prod.s3.amazonaws.com/private/districts/492/resources/dbb8e47d-2764-4f1c-bdef-27359284303d?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=2020187960&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22VCE%2520Results.pdf%22&response-,11.0,11.0,0.0,0.0,Yes,10,1,Yes,Yes,Complete,26 LAKE RD,VALLEY COTTAGE,NY,10989,01/10/2024,,,VALLEY COTTAGE ELEMENTARY SCHOOL,,108.0,377.0,0.2864721485411141,10.22,0.0,0.050397877984084884,0.13527851458885942,0.35278514588859416,0.3793103448275862,0.010610079575596816,0.07161803713527852
2023-2025,NYC DOE,3K CENETR @ 207-01 JAMAICA AVENUE - QUEENS,Queens,Public School,Q483,https://www.schools.nyc.gov/schools/Q381,22.0,22.0,0.0,0.0,Yes,22,0,Yes,Yes,Complete,207-01 Jamaica Avenue,Queens,NY,11428,12/15/2023,"(40.71443, -73.752958)","(40.71443, -73.752958)",3K CENETR @ 20701 JAMAICA AVENUE QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 100-02 ROCKAWAY BOULEVARD - QUEENS,Queens,Public School,Q468,https://www.schools.nyc.gov/schools/Q336,22.0,22.0,0.0,0.0,Yes,22,0,Yes,,,100-02 ROCKAWAY BOULEVARD,Queens,NY,11417,11/03/2023,"(40.679438, -73.838902)","(40.679438, -73.838902)",3K CENTER @ 10002 ROCKAWAY BOULEVARD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 101-49 WOODHAVEN BOULEVARD - QUEENS,Queens,Public School,Q439,https://www.schools.nyc.gov/schools/Q336,57.0,57.0,0.0,0.0,Yes,57,0,Yes,Yes,Complete,101-49 WOODHAVEN BOULEVARD,Queens,NY,11416,01/12/2024,"(40.682949, -73.844901)","(40.682949, -73.844901)",3K CENTER @ 10149 WOODHAVEN BOULEVARD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 104 HOUSMAN AVENUE - STATEN ISLAND,Richmond,Public School,R094,https://www.schools.nyc.gov/schools/R066,15.0,15.0,0.0,0.0,Yes,15,0,Yes,,,104 HOUSMAN AVENUE,Staten Island,NY,10303,11/03/2023,"(40.634613, -74.148876)","(40.634613, -74.148876)",3K CENTER @ 104 HOUSMAN AVENUE STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 104-06 101 AVENUE - QUEENS,Queens,Public School,Q474,https://www.schools.nyc.gov/schools/Q336,16.0,16.0,0.0,0.0,Yes,16,0,Yes,Yes,Complete,101-20 105 STREET,Queens,NY,11416,05/31/2024,"(40.685662, -73.838321)","(40.685662, -73.838321)",3K CENTER @ 10406 101 AVENUE QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 1275 WOODROW ROAD - STATEN ISLAND,Richmond,Public School,R101,https://www.schools.nyc.gov/schools/Z147,12.0,0.0,0.0,12.0,Yes,12,0,Yes,Yes,,1275 Woodrow Road,Staten Island,NY,10309,04/04/2025,"(40.54203, -74.207489)","(40.54203, -74.207489)",3K CENTER @ 1275 WOODROW ROAD STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 133-40 79TH STREET - QUEENS,Queens,Public School,Q473,https://www.schools.nyc.gov/schools/Q336,73.0,73.0,0.0,0.0,Yes,73,0,Yes,Yes,Complete,133-40 79TH STREET,Queens,NY,11414,02/22/2024,"(40.671903, -73.857176)","(40.671903, -73.857176)",3K CENTER @ 13340 79TH STREET QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 1390 RICHMOND TERRACE - STATEN ISLAND,Richmond,Public School,R074,https://www.schools.nyc.gov/schools/R373,21.0,0.0,0.0,21.0,Yes,21,0,Yes,Yes,,10 Elm Street,Staten Island,NY,10310,05/02/2025,"(40.641643, -74.11514)","(40.641643, -74.11514)",3K CENTER @ 1390 RICHMOND TERRACE STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 1535 RICHMOND AVENUE - STATEN ISLAND,Richmond,Public School,R090,https://www.schools.nyc.gov/schools/R066,51.0,51.0,0.0,0.0,Yes,51,0,Yes,,,1535 RICHMOND AVENUE,Staten Island,NY,10314,11/17/2023,"(40.610497, -74.159152)","(40.610497, -74.159152)",3K CENTER @ 1535 RICHMOND AVENUE STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS,Queens,Public School,Q486,https://www.schools.nyc.gov/schools/Q336,12.0,12.0,0.0,0.0,Yes,12,0,Yes,,,160-06 CROSS BAY BOULEVARD,Queens,NY,11414,11/03/2023,"(40.656943, -73.839962)","(40.656943, -73.839962)",3K CENTER @ 16006 CROSS BAY BOULEVARD QUEENS,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 1946 BOSTON ROAD - BRONX,Bronx,Public School,X484,https://www.schools.nyc.gov/schools/X626,14.0,14.0,0.0,0.0,Yes,14,0,Yes,,,1946 Boston Road,Bronx,NY,10460,08/17/2023,"(40.839563, -73.880672)","(40.839563, -73.880672)",3K CENTER @ 1946 BOSTON ROAD BRONX,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 2040 FOREST AVENUE - STATEN ISLAND,Richmond,Public School,R096,NO WEBSITE,16.0,0.0,0.0,16.0,Yes,16,0,Yes,Yes,,2040 Forest Avenue,Staten Island,NY,10303,05/02/2025,"(40.62522, -74.157162)","(40.62522, -74.157162)",3K CENTER @ 2040 FOREST AVENUE STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 2389 RICHMOND AVENUE - STATEN ISLAND,Richmond,Public School,R100,NO WEBSITE,12.0,0.0,0.0,12.0,Yes,12,0,Yes,Yes,,2389 Richmond Avenue,Staten Island,NY,10314,04/18/2025,"(40.588879, -74.165311)","(40.588879, -74.165311)",3K CENTER @ 2389 RICHMOND AVENUE STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K CENTER @ 2530 VICTORY BOULEVARD - STATEN ISLAND,Richmond,Public School,R093,https://www.schools.nyc.gov/schools/R066,17.0,17.0,0.0,0.0,Yes,17,0,Yes,,,2530 VICTORY BOULEVARD,Staten Island,NY,10314,11/17/2023,"(40.609601, -74.14769)","(40.609601, -74.14769)",3K CENTER @ 2530 VICTORY BOULEVARD STATEN ISLAND,,,,,,,,,,,,
2023-2025,NYC DOE,3K Center @ 2659 Webster Avenue,Bronx,Public School,X491,NO WEBSITE,19.0,0.0,0.0,19.0,Yes,19,0,Yes,Yes,,2659 Webster Avenue,Bronx,NY,10458,05/02/2025,"(40.863677, -73.888796)","(40.863677, -73.888796)",3K Center @ 2659 Webster Avenue,,,,,,,,,,,,
2023-2025,NYC DOE,3K Center @ 330 East 38th Street,Manhattan,Public School,M508,NO WEBSITE,22.0,0.0,0.0,22.0,Yes,22,0,Yes,Yes,,330 East   38 Street,Manhattan,NY,10016,04/18/2025,"(40.746741, -73.972741)","(40.746741, -73.972741)",3K Center @ 330 East 38th Street,,,,,,,,,,,,
2023-2025,NYC DOE,3K Center @ 4197 Third Avenue,Bronx,Public School,X497,https://www.schools.nyc.gov/schools/X582,15.0,15.0,0.0,0.0,Yes,15,0,Yes,,,4197 3 Avenue,Bronx,NY,10457,11/17/2023,"(40.846206, -73.897376)","(40.846206, -73.897376)",3K Center @ 4197 Third Avenue,,,,,,,,,,,,
2023-2025,NYC DOE,3K Center @ 47-09 36th Street,Queens,Public School,Q503,https://www.schools.nyc.gov/schools/Q023,32.0,0.0,32.0,0.0,Yes,32,0,Yes,,,47-09 36 Street,QUEENS,NY,11101,09/20/2024,"(40.741953, -73.929362)","(40.741953, -73.929362)",3K Center @ 4709 36th Street,,,,,,,,,,,,
